"REGION,YEAR,WEEK,FertilityRate,Education,Policy,FamilyPlanning"
"Nebraska,2015,49,0.833066,26,17,3121"
"Nevada,2015,49,0.96706,128,28,13236"
"New Hampshire,2015,49,0.464084,23,23,4956"
"New Jersey,2015,49,1.06728,79,16,7402"
"New Mexico,2015,49,1.7464,211,27,12082"
"New York,2015,49,1.51335,178,77,11762"
"North Carolina,2015,49,1.53713,213,49,13857"
"North Dakota,2015,49,0,0,7,871"
"Ohio,2015,49,0.904533,175,72,19347"
"Oklahoma,2015,49,2.80758,157,25,5592"
"Oregon,2015,49,0.831409,36,21,4330"
"Pennsylvania,2015,49,1.95162,284,55,14552"
"Rhode Island,2015,49,0.178629,11,17,6158"
"South Carolina,2015,49,0.713063,25,10,3506"
"South Dakota,2015,49,1.22345,110,34,8991"
"Tennessee,2015,49,1.47238,109,47,7403"
"Texas,2015,49,4.49576,1320,119,29361"
"Utah,2015,49,1.41706,285,44,20112"
"Vermont,2015,49,0.828984,27,11,3257"
"Virginia,2015,49,2.22075,2076,133,93482"
"Washington,2015,49,0.497696,27,45,5425"
"West Virginia,2015,49,1.27957,231,50,18053"
"Wisconsin,2015,49,1.25945,50,24,3970"
"Wyoming,2015,49,0.714905,33,21,4616"
"Puerto Rico,2015,49,4.92456,235,8,4772"
"Virgin Islands,2015,49,1.01781,8,2,786"
"New York City,2015,49,2.2349,2334,88,104434"
"Alabama,2015,50,3.1391,334,25,10640"
"Alaska,2015,50,0.226244,2,6,884"
"Arizona,2015,50,2.41173,472,52,19571"
"Arkansas,2015,50,1.29193,57,15,4412"
"California,2015,50,2.17017,856,149,39444"
"Colorado,2015,50,0.508187,18,5,3542"
"Connecticut,2015,50,1.97822,89,21,4499"
"Delaware,2015,50,0.144265,6,17,4159"
"District of Columbia,2015,50,6.71418,179,2,2666"
"Florida,2015,50,X,X,X,X"
"Georgia,2015,50,2.13077,729,30,34213"
"Hawaii,2015,50,2.04221,30,14,1469"
"Idaho,2015,50,0.958702,26,9,2712"
"Illinois,2015,50,2.16723,1008,79,46511"
"Indiana,2015,50,1.85714,104,30,5600"
"Iowa,2015,50,0.370542,8,10,2159"
"Kansas,2015,50,1.34895,91,34,6746"
"Kentucky,2015,50,0.612963,169,37,27571"
"Louisiana,2015,50,2.20889,946,72,42827"
"Maine,2015,50,0.898204,48,28,5344"
"Maryland,2015,50,2.28471,169,33,7397"
"Massachusetts,2015,50,0.791949,192,45,24244"
"Michigan,2015,50,0.905253,193,70,21320"
"Minnesota,2015,50,1.54377,85,18,5506"
"Mississippi,2015,50,3.18088,555,51,17448"
"Missouri,2015,50,1.75389,125,20,7127"
"Montana,2015,50,0.140895,4,8,2839"
"Nebraska,2015,50,0.545455,18,17,3300"
"Nevada,2015,50,1.04183,135,28,12958"
"New Hampshire,2015,50,0.400168,19,21,4748"
"New Jersey,2015,50,1.09957,72,15,6548"
"New Mexico,2015,50,1.86997,193,24,10321"
"New York,2015,50,1.25511,129,80,10278"
"North Carolina,2015,50,1.78543,221,48,12378"
"North Dakota,2015,50,0.752823,6,6,797"
"Ohio,2015,50,0.722748,133,71,18402"
"Oklahoma,2015,50,2.10428,113,24,5370"
"Oregon,2015,50,1.09102,35,14,3208"
"Pennsylvania,2015,50,2.21809,298,54,13435"
"Rhode Island,2015,50,0.210933,12,17,5689"
"South Carolina,2015,50,0.621302,21,10,3380"
"South Dakota,2015,50,1.36701,118,34,8632"
"Tennessee,2015,50,1.2089,100,50,8272"
"Texas,2015,50,4.67202,1391,121,29773"
"Utah,2015,50,1.80879,336,42,18576"
"Vermont,2015,50,1.29916,37,10,2848"
"Virginia,2015,50,2.36551,2189,131,92538"
"Washington,2015,50,0.391349,19,46,4855"
"West Virginia,2015,50,1.78188,324,51,18183"
"Wisconsin,2015,50,1.6161,106,24,6559"
"Wyoming,2015,50,0.665281,32,24,4810"
"Puerto Rico,2015,50,4.65538,231,9,4962"
"Virgin Islands,2015,50,1.24378,10,2,804"
"New York City,2015,50,2.35569,2467,91,104725"
"Alabama,2015,51,3.28583,249,26,7578"
"Alaska,2015,51,0.422535,3,5,710"
"Arizona,2015,51,3.08603,485,58,15716"
"Arkansas,2015,51,1.57804,46,14,2915"
"California,2015,51,2.91333,723,145,24817"
"Colorado,2015,51,0.786943,27,6,3431"
"Connecticut,2015,51,2.39398,35,18,1462"
"Delaware,2015,51,0,0,13,2047"
"District of Columbia,2015,51,9.51359,133,2,1398"
"Florida,2015,51,X,X,X,X"
"Georgia,2015,51,2.6336,756,29,28706"
"Hawaii,2015,51,1.5873,16,13,1008"
"Idaho,2015,51,0.441393,9,10,2039"
"Illinois,2015,51,2.6622,1041,77,39103"
"Indiana,2015,51,2.1843,64,31,2930"
"Iowa,2015,51,0.73193,8,10,1093"
"Kansas,2015,51,1.34755,67,34,4972"
"Kentucky,2015,51,0.639235,135,36,21119"
"Louisiana,2015,51,2.66484,1168,77,43830"
"Maine,2015,51,0.902171,32,27,3547"
"Maryland,2015,51,3.08793,151,32,4890"
"Massachusetts,2015,51,1.31384,204,41,15527"
"Michigan,2015,51,0.905545,130,68,14356"
"Minnesota,2015,51,2.84483,99,17,3480"
"Mississippi,2015,51,3.73491,625,49,16734"
"Missouri,2015,51,2.03742,98,19,4810"
"Montana,2015,51,0.239693,5,9,2086"
"Nebraska,2015,51,0.459982,10,17,2174"
"Nevada,2015,51,1.2116,127,29,10482"
"New Hampshire,2015,51,0.416934,13,21,3118"
"New Jersey,2015,51,1.17736,31,15,2633"
"New Mexico,2015,51,2.10199,169,23,8040"
"New York,2015,51,2.14651,126,80,5870"
"North Carolina,2015,51,2.76382,187,47,6766"
"North Dakota,2015,51,1.07198,7,6,653"
"Ohio,2015,51,0.975264,110,68,11279"
"Oklahoma,2015,51,3.46522,141,28,4069"
"Oregon,2015,51,0.936037,18,15,1923"
"Pennsylvania,2015,51,2.73918,207,50,7557"
"Rhode Island,2015,51,0.200334,6,17,2995"
"South Carolina,2015,51,0.515668,13,10,2521"
"South Dakota,2015,51,1.75747,120,34,6828"
"Tennessee,2015,51,1.22811,61,53,4967"
"Texas,2015,51,5.12797,1110,121,21646"
"Utah,2015,51,2.12355,330,42,15540"
"Vermont,2015,51,1.38272,28,10,2025"
"Virginia,2015,51,2.80804,2495,130,88852"
"Washington,2015,51,0.583745,13,46,2227"
"West Virginia,2015,51,1.52858,207,47,13542"
"Wisconsin,2015,51,1.89283,71,23,3751"
"Wyoming,2015,51,0.425791,14,22,3288"
"Puerto Rico,2015,51,4.9306,238,9,4827"
"Virgin Islands,2015,51,1.3245,10,2,755"
"New York City,2015,51,2.72745,2520,92,92394"
"Alabama,2015,52,2.88941,220,23,7614"
"Alaska,2015,52,0.356718,3,6,841"
"Arizona,2015,52,2.59408,395,50,15227"
"Arkansas,2015,52,1.34382,41,14,3051"
"California,2015,52,3.27722,806,139,24594"
"Colorado,2015,52,1.41364,23,4,1627"
"Connecticut,2015,52,2.95939,43,18,1453"
"Delaware,2015,52,0.202634,4,13,1974"
"District of Columbia,2015,52,8.20996,122,2,1486"
"Florida,2015,52,X,X,X,X"
"Georgia,2015,52,1.97743,687,31,34742"
"Hawaii,2015,52,2.1164,20,12,945"
"Idaho,2015,52,0.839944,18,9,2143"
"Illinois,2015,52,2.55183,1034,78,40520"
"Indiana,2015,52,2.54879,64,29,2511"
"Iowa,2015,52,1.30548,10,9,766"
"Kansas,2015,52,1.56353,71,33,4541"
"Kentucky,2015,52,0.590034,137,36,23219"
"Louisiana,2015,52,2.47861,1159,73,46760"
"Maine,2015,52,1.62022,50,26,3086"
"Maryland,2015,52,3.59815,202,32,5614"
"Massachusetts,2015,52,1.24224,192,43,15456"
"Michigan,2015,52,0.94131,149,68,15829"
"Minnesota,2015,52,1.93642,67,17,3460"
"Mississippi,2015,52,3.25682,620,50,19037"
"Missouri,2015,52,2.02099,104,20,5146"
"Montana,2015,52,0.27946,6,9,2147"
"Nebraska,2015,52,0.421151,9,17,2137"
"Nevada,2015,52,1.43746,164,29,11409"
"New Hampshire,2015,52,0.509404,13,19,2552"
"New Jersey,2015,52,1.40393,35,15,2493"
"New Mexico,2015,52,1.99108,183,23,9191"
"New York,2015,52,1.97842,99,78,5004"
"North Carolina,2015,52,2.62926,209,47,7949"
"North Dakota,2015,52,1.07383,8,6,745"
"Ohio,2015,52,0.925092,113,68,12215"
"Oklahoma,2015,52,3.75139,169,28,4505"
"Oregon,2015,52,0.932306,23,16,2467"
"Pennsylvania,2015,52,3.01098,288,54,9565"
"Rhode Island,2015,52,0.383543,11,17,2868"
"South Carolina,2015,52,0.649351,16,10,2464"
"South Dakota,2015,52,1.4567,108,34,7414"
"Tennessee,2015,52,1.15248,52,50,4512"
"Texas,2015,52,5.70737,1274,120,22322"
"Utah,2015,52,2.30778,422,43,18286"
"Vermont,2015,52,1.93258,43,10,2225"
"Virginia,2015,52,2.67095,2560,128,95846"
"Washington,2015,52,0.747384,20,46,2676"
"West Virginia,2015,52,1.65355,250,48,15119"
"Wisconsin,2015,52,1.79739,55,23,3060"
"Wyoming,2015,52,0.897868,32,23,3564"
"Puerto Rico,2015,52,4.91172,306,10,6230"
"Virgin Islands,2015,52,1.57767,13,2,824"
"New York City,2015,52,2.91514,2776,86,95227"
"Alabama,2016,1,2.77095,293,22,10574"
"Alaska,2016,1,0.591716,5,5,845"
"Arizona,2016,1,2.77037,644,58,23246"
"Arkansas,2016,1,1.24318,57,14,4585"
"California,2016,1,2.5018,1077,153,43049"
"Colorado,2016,1,1.148,37,6,3223"
"Connecticut,2016,1,2.65283,92,20,3468"
"Delaware,2016,1,0.266351,9,13,3379"
"District of Columbia,2016,1,9.30537,213,2,2289"
"Florida,2016,1,X,X,X,X"
"Georgia,2016,1,1.56396,587,33,37533"
"Hawaii,2016,1,1.22735,21,15,1711"
"Idaho,2016,1,1.48072,43,10,2904"
"Illinois,2016,1,2.44474,1178,80,48185"
"Indiana,2016,1,1.45969,65,31,4453"
"Iowa,2016,1,0.824317,16,8,1941"
"Kansas,2016,1,1.59266,99,30,6216"
"Kentucky,2016,1,0.652522,175,38,26819"
"Louisiana,2016,1,2.26002,986,77,43628"
"Maine,2016,1,0.862745,44,26,5100"
"Maryland,2016,1,2.27929,150,31,6581"
"Massachusetts,2016,1,1.03824,243,43,23405"
"Michigan,2016,1,0.953501,219,70,22968"
"Minnesota,2016,1,0.556836,29,18,5208"
"Mississippi,2016,1,2.65897,516,52,19406"
"Missouri,2016,1,1.91673,122,20,6365"
"Montana,2016,1,0.123495,4,8,3239"
"Nebraska,2016,1,0.529412,18,16,3400"
"Nevada,2016,1,1.18955,169,28,14207"
"New Hampshire,2016,1,0.368409,16,21,4343"
"New Jersey,2016,1,1.54976,57,15,3678"
"New Mexico,2016,1,1.60428,183,25,11407"
"New York,2016,1,1.15723,92,75,7950"
"North Carolina,2016,1,1.56604,214,52,13665"
"North Dakota,2016,1,0.20141,2,8,993"
"Ohio,2016,1,0.833012,151,68,18127"
"Oklahoma,2016,1,2.32655,112,22,4814"
"Oregon,2016,1,1.2949,62,19,4788"
"Pennsylvania,2016,1,2.43179,295,54,12131"
"Rhode Island,2016,1,0.352113,14,17,3976"
"South Carolina,2016,1,0.683018,22,11,3221"
"South Dakota,2016,1,1.50217,135,33,8987"
"Tennessee,2016,1,1.23172,112,54,9093"
"Texas,2016,1,4.68602,1282,120,27358"
"Utah,2016,1,1.57693,321,42,20356"
"Vermont,2016,1,1.50082,46,11,3065"
"Virginia,2016,1,2.32881,2167,131,93052"
"Washington,2016,1,0.554201,25,45,4511"
"West Virginia,2016,1,1.24065,219,50,17652"
"Wisconsin,2016,1,1.74376,95,23,5448"
"Wyoming,2016,1,0.805195,31,21,3850"
"Puerto Rico,2016,1,4.34474,245,9,5639"
"Virgin Islands,2016,1,1.57767,13,2,824"
"New York City,2016,1,2.38171,2463,90,103413"
"Alabama,2016,2,2.79062,350,27,12542"
"Alaska,2016,2,0.332963,3,6,901"
"Arizona,2016,2,2.78806,678,59,24318"
"Arkansas,2016,2,1.63324,79,13,4837"
"California,2016,2,2.47039,1043,143,42220"
"Colorado,2016,2,0.941567,34,6,3611"
"Connecticut,2016,2,2.82404,117,20,4143"
"Delaware,2016,2,0.214988,7,13,3256"
"District of Columbia,2016,2,6.23525,185,2,2967"
"Florida,2016,2,X,X,X,X"
"Georgia,2016,2,1.53293,537,34,35031"
"Hawaii,2016,2,1.75439,32,16,1824"
"Idaho,2016,2,1.28824,32,8,2484"
"Illinois,2016,2,2.79141,1217,80,43598"
"Indiana,2016,2,0.945587,57,30,6028"
"Iowa,2016,2,0.587438,13,8,2213"
"Kansas,2016,2,1.20081,83,33,6912"
"Kentucky,2016,2,0.639714,172,40,26887"
"Louisiana,2016,2,2.44385,1001,77,40960"
"Maine,2016,2,0.872151,44,27,5045"
"Maryland,2016,2,3.07626,213,29,6924"
"Massachusetts,2016,2,1.09204,250,42,22893"
"Michigan,2016,2,0.687134,156,71,22703"
"Minnesota,2016,2,0.58096,31,18,5336"
"Mississippi,2016,2,2.4243,470,51,19387"
"Missouri,2016,2,1.59607,104,20,6516"
"Montana,2016,2,0.0592944,2,8,3373"
"Nebraska,2016,2,0.527395,18,17,3413"
"Nevada,2016,2,0.909577,119,26,13083"
"New Hampshire,2016,2,0.480077,20,20,4166"
"New Jersey,2016,2,1.343,50,16,3723"
"New Mexico,2016,2,1.85863,203,24,10922"
"New York,2016,2,2.56989,205,78,7977"
"North Carolina,2016,2,1.72929,243,52,14052"
"North Dakota,2016,2,0.906736,7,7,772"
"Ohio,2016,2,0.893183,147,62,16458"
"Oklahoma,2016,2,2.78759,150,26,5381"
"Oregon,2016,2,1.6622,93,20,5595"
"Pennsylvania,2016,2,2.15585,288,56,13359"
"Rhode Island,2016,2,0.468933,20,17,4265"
"South Carolina,2016,2,0.720721,28,12,3885"
"South Dakota,2016,2,1.5884,138,34,8688"
"Tennessee,2016,2,1.81601,152,52,8370"
"Texas,2016,2,4.16846,1164,121,27924"
"Utah,2016,2,2.10701,432,42,20503"
"Vermont,2016,2,1.35501,40,11,2952"
"Virginia,2016,2,2.22837,1956,128,87777"
"Washington,2016,2,0.797147,38,45,4767"
"West Virginia,2016,2,1.21729,207,51,17005"
"Wisconsin,2016,2,1.47809,84,24,5683"
"Wyoming,2016,2,0.700389,27,21,3855"
"Puerto Rico,2016,2,4.28726,277,10,6461"
"Virgin Islands,2016,2,1.65605,13,2,785"
"New York City,2016,2,2.23068,2268,91,101673"
"Alabama,2016,3,3.24173,394,28,12154"
"Alaska,2016,3,0.4329,4,6,924"
"Arizona,2016,3,3.02494,666,58,22017"
"Arkansas,2016,3,1.72027,69,13,4011"
"California,2016,3,2.68971,1097,138,40785"
"Colorado,2016,3,1.00711,34,7,3376"
"Connecticut,2016,3,2.8912,114,16,3943"
"Delaware,2016,3,0.0820008,2,13,2439"
"District of Columbia,2016,3,4.66491,71,2,1522"
"Florida,2016,3,X,X,X,X"
"Georgia,2016,3,1.71299,625,32,36486"
"Hawaii,2016,3,2.45362,41,14,1671"
"Idaho,2016,3,1.2318,33,10,2679"
"Illinois,2016,3,2.56198,1238,81,48322"
"Indiana,2016,3,1.44479,84,30,5814"
"Iowa,2016,3,0.288323,6,9,2081"
"Kansas,2016,3,1.20733,81,32,6709"
"Kentucky,2016,3,0.434208,92,37,21188"
"Louisiana,2016,3,2.4867,1108,76,44557"
"Maine,2016,3,0.951315,51,28,5361"
"Maryland,2016,3,2.80927,166,31,5909"
"Massachusetts,2016,3,1.25813,269,45,21381"
"Michigan,2016,3,0.898847,209,68,23252"
"Minnesota,2016,3,0.676788,37,18,5467"
"Mississippi,2016,3,2.8172,536,50,19026"
"Missouri,2016,3,1.82839,127,21,6946"
"Montana,2016,3,0.129534,4,10,3088"
"Nebraska,2016,3,0.328554,11,17,3348"
"Nevada,2016,3,1.23082,154,26,12512"
"New Hampshire,2016,3,0.408163,18,22,4410"
"New Jersey,2016,3,1.58053,63,16,3986"
"New Mexico,2016,3,2.35777,247,24,10476"
"New York,2016,3,1.90067,155,82,8155"
"North Carolina,2016,3,1.85998,178,51,9570"
"North Dakota,2016,3,0.231214,2,7,865"
"Ohio,2016,3,0.734548,123,71,16745"
"Oklahoma,2016,3,3.67476,221,26,6014"
"Oregon,2016,3,2.13383,81,13,3796"
"Pennsylvania,2016,3,2.27801,294,55,12906"
"Rhode Island,2016,3,0.554855,22,17,3965"
"South Carolina,2016,3,0.791053,29,12,3666"
"South Dakota,2016,3,1.84008,165,34,8967"
"Tennessee,2016,3,1.87742,121,53,6445"
"Texas,2016,3,4.36048,1318,123,30226"
"Utah,2016,3,2.14924,411,43,19123"
"Vermont,2016,3,1.52561,42,11,2753"
"Virginia,2016,3,2.18843,1648,129,75305"
"Washington,2016,3,1.0872,49,45,4507"
"West Virginia,2016,3,1.32488,165,50,12454"
"Wisconsin,2016,3,1.98363,126,24,6352"
"Wyoming,2016,3,0.806452,29,20,3596"
"Puerto Rico,2016,3,5.11642,345,10,6743"
"Virgin Islands,2016,3,1.69903,14,2,824"
"New York City,2016,3,2.26008,2149,91,95085"
"Alabama,2016,4,3.15247,416,27,13196"
"Alaska,2016,4,0.718686,7,6,974"
"Arizona,2016,4,3.40586,778,51,22843"
"Arkansas,2016,4,2.21743,113,13,5096"
"California,2016,4,2.83328,1347,148,47542"
"Colorado,2016,4,0.835921,35,7,4187"
"Connecticut,2016,4,3.29925,171,19,5183"
"Delaware,2016,4,0.10101,3,13,2970"
"District of Columbia,2016,4,5.86047,126,2,2150"
"Florida,2016,4,X,X,X,X"
"Georgia,2016,4,1.83451,623,31,33960"
"Hawaii,2016,4,3.19211,55,15,1723"
"Idaho,2016,4,1.71334,52,10,3035"
"Illinois,2016,4,2.75204,1402,81,50944"
"Indiana,2016,4,1.56227,104,30,6657"
"Iowa,2016,4,0.549218,13,9,2367"
"Kansas,2016,4,1.45168,105,33,7233"
"Kentucky,2016,4,0.514626,133,39,25844"
"Louisiana,2016,4,2.34685,1106,77,47127"
"Maine,2016,4,0.886557,49,28,5527"
"Maryland,2016,4,2.33088,174,35,7465"
"Massachusetts,2016,4,1.43077,353,45,24672"
"Michigan,2016,4,0.842919,192,68,22778"
"Minnesota,2016,4,0.762547,43,17,5639"
"Mississippi,2016,4,3.15879,666,52,21084"
"Missouri,2016,4,1.60151,136,22,8492"
"Montana,2016,4,0.246548,10,10,4056"
"Nebraska,2016,4,0.406858,14,17,3441"
"Nevada,2016,4,1.19691,186,27,15540"
"New Hampshire,2016,4,0.45045,23,22,5106"
"New Jersey,2016,4,1.85906,86,17,4626"
"New Mexico,2016,4,2.39875,308,25,12840"
"New York,2016,4,1.6013,167,81,10429"
"North Carolina,2016,4,1.52851,215,51,14066"
"North Dakota,2016,4,0.343249,3,7,874"
"Ohio,2016,4,0.841751,155,70,18414"
"Oklahoma,2016,4,3.51783,218,25,6197"
"Oregon,2016,4,2.12389,96,14,4520"
"Pennsylvania,2016,4,2.4708,385,57,15582"
"Rhode Island,2016,4,0.631735,34,17,5382"
"South Carolina,2016,4,0.654387,27,12,4126"
"South Dakota,2016,4,1.59929,144,34,9004"
"Tennessee,2016,4,1.3291,134,53,10082"
"Texas,2016,4,4.96129,1551,122,31262"
"Utah,2016,4,2.69415,545,41,20229"
"Vermont,2016,4,1.80208,59,11,3274"
"Virginia,2016,4,1.93452,1677,131,86688"
"Washington,2016,4,1.01818,56,46,5500"
"West Virginia,2016,4,1.47666,229,52,15508"
"Wisconsin,2016,4,1.34354,86,25,6401"
"Wyoming,2016,4,0.703675,27,19,3837"
"Puerto Rico,2016,4,7.33333,473,10,6450"
"Virgin Islands,2016,4,1.25,10,2,800"
"New York City,2016,4,2.43412,2519,92,103487"
"Alabama,2016,5,3.24061,332,24,10245"
"Alaska,2016,5,0.601323,10,7,1663"
"Arizona,2016,5,3.97859,892,51,22420"
"Arkansas,2016,5,2.07073,113,13,5457"
"California,2016,5,3.28407,1600,152,48720"
"Colorado,2016,5,1.16318,35,6,3009"
"Connecticut,2016,5,3.19507,171,21,5352"
"Delaware,2016,5,0.186625,6,13,3215"
"District of Columbia,2016,5,5.19972,151,2,2904"
"Florida,2016,5,X,X,X,X"
"Georgia,2016,5,1.81663,682,33,37542"
"Hawaii,2016,5,2.35911,36,13,1526"
"Idaho,2016,5,2.32394,66,9,2840"
"Illinois,2016,5,3.04572,1551,78,50924"
"Indiana,2016,5,1.20893,78,28,6452"
"Iowa,2016,5,0.528053,8,6,1515"
"Kansas,2016,5,1.67744,122,33,7273"
"Kentucky,2016,5,0.708629,187,38,26389"
"Louisiana,2016,5,2.51039,1172,77,46686"
"Maine,2016,5,1.15839,52,27,4489"
"Maryland,2016,5,1.34237,101,34,7524"
"Massachusetts,2016,5,1.61123,389,45,24143"
"Michigan,2016,5,1.01783,246,69,24169"
"Minnesota,2016,5,1.00438,39,16,3883"
"Mississippi,2016,5,2.87259,574,50,19982"
"Missouri,2016,5,1.37948,110,19,7974"
"Montana,2016,5,0.224027,8,9,3571"
"Nebraska,2016,5,0.437158,12,16,2745"
"Nevada,2016,5,1.38714,187,26,13481"
"New Hampshire,2016,5,0.588713,29,22,4926"
"New Jersey,2016,5,1.69208,81,17,4787"
"New Mexico,2016,5,2.6483,321,25,12121"
"New York,2016,5,1.7329,191,83,11022"
"North Carolina,2016,5,1.6268,236,49,14507"
"North Dakota,2016,5,1.07738,11,8,1021"
"Ohio,2016,5,0.874179,173,68,19790"
"Oklahoma,2016,5,3.41487,215,26,6296"
"Oregon,2016,5,2.22763,119,18,5342"
"Pennsylvania,2016,5,2.45783,389,56,15827"
"Rhode Island,2016,5,1.11997,59,17,5268"
"South Carolina,2016,5,1.14037,42,9,3683"
"South Dakota,2016,5,2.06847,174,33,8412"
"Tennessee,2016,5,1.7164,176,55,10254"
"Texas,2016,5,4.89241,1512,123,30905"
"Utah,2016,5,2.83149,574,42,20272"
"Vermont,2016,5,1.06446,36,11,3382"
"Virginia,2016,5,1.74534,1472,128,84339"
"Washington,2016,5,1.28357,76,47,5921"
"West Virginia,2016,5,1.13276,157,47,13860"
"Wisconsin,2016,5,1.62109,99,24,6107"
"Wyoming,2016,5,1.11516,49,21,4394"
"Puerto Rico,2016,5,8.57451,477,9,5563"
"Virgin Islands,2016,5,2.7127,22,2,811"
"New York City,2016,5,2.59917,2788,94,107265"
"Alabama,2016,6,3.12853,332,27,10612"
"Alaska,2016,6,1.19976,20,7,1667"
"Arizona,2016,6,5.18344,1297,58,25022"
"Arkansas,2016,6,2.53538,129,12,5088"
"California,2016,6,3.91439,1882,146,48079"
"Colorado,2016,6,1.27733,52,7,4071"
"Connecticut,2016,6,4.15838,209,17,5026"
"Delaware,2016,6,0.0978793,3,13,3065"
"District of Columbia,2016,6,5.65627,156,2,2758"
"Florida,2016,6,X,X,X,X"
"Georgia,2016,6,1.83585,716,33,39001"
"Hawaii,2016,6,4.0253,70,14,1739"
"Idaho,2016,6,1.38484,38,9,2744"
"Illinois,2016,6,3.32896,1699,82,51037"
"Indiana,2016,6,1.50665,94,28,6239"
"Iowa,2016,6,0.564744,14,9,2479"
"Kansas,2016,6,1.6462,122,33,7411"
"Kentucky,2016,6,1.00349,253,37,25212"
"Louisiana,2016,6,2.62713,1120,69,42632"
"Maine,2016,6,0.899844,46,28,5112"
"Maryland,2016,6,2.60127,201,38,7727"
"Massachusetts,2016,6,1.49574,335,45,22397"
"Michigan,2016,6,1.37645,309,71,22449"
"Minnesota,2016,6,1.11789,44,17,3936"
"Mississippi,2016,6,3.51508,606,47,17240"
"Missouri,2016,6,2.1764,171,21,7857"
"Montana,2016,6,0.336962,13,10,3858"
"Nebraska,2016,6,0.704424,25,17,3549"
"Nevada,2016,6,1.80372,254,26,14082"
"New Hampshire,2016,6,0.626305,30,21,4790"
"New Jersey,2016,6,2.60692,128,16,4910"
"New Mexico,2016,6,3.72,482,24,12957"
"New York,2016,6,2.71642,273,80,10050"
"North Carolina,2016,6,2.16115,313,50,14483"
"North Dakota,2016,6,1.27796,4,4,313"
"Ohio,2016,6,1.09736,203,70,18499"
"Oklahoma,2016,6,4.41915,264,25,5974"
"Oregon,2016,6,1.90729,79,12,4142"
"Pennsylvania,2016,6,2.37481,368,56,15496"
"Rhode Island,2016,6,0.952025,51,17,5357"
"South Carolina,2016,6,1.52526,64,12,4196"
"South Dakota,2016,6,2.9212,258,34,8832"
"Tennessee,2016,6,1.63431,149,53,9117"
"Texas,2016,6,5.62804,1816,122,32267"
"Utah,2016,6,3.18894,678,42,21261"
"Vermont,2016,6,1.7097,49,10,2866"
"Virginia,2016,6,1.9085,1601,131,83888"
"Washington,2016,6,1.78059,93,45,5223"
"West Virginia,2016,6,1.81735,278,48,15297"
"Wisconsin,2016,6,1.74373,112,24,6423"
"Wyoming,2016,6,1.60428,75,20,4675"
"Puerto Rico,2016,6,8.05906,524,10,6502"
"Virgin Islands,2016,6,2.10918,17,2,806"
"New York City,2016,6,3.00798,3071,90,102095"
"Alabama,2016,7,3.89068,484,27,12440"
"Alaska,2016,7,1.698,28,7,1649"
"Arizona,2016,7,5.17415,1181,50,22825"
"Arkansas,2016,7,2.69906,140,13,5187"
"California,2016,7,4.39619,1893,139,43060"
"Colorado,2016,7,1.50134,56,7,3730"
"Connecticut,2016,7,3.70722,195,18,5260"
"Delaware,2016,7,0.0641643,2,13,3117"
"District of Columbia,2016,7,5.99214,122,2,2036"
"Florida,2016,7,X,X,X,X"
"Georgia,2016,7,2.34201,928,33,39624"
"Hawaii,2016,7,4.25139,69,16,1623"
"Idaho,2016,7,2.25225,65,9,2886"
"Illinois,2016,7,3.87532,2003,83,51686"
"Indiana,2016,7,2.05432,118,28,5744"
"Iowa,2016,7,1.1657,28,9,2402"
"Kansas,2016,7,2.34536,182,32,7760"
"Kentucky,2016,7,1.48209,398,38,26854"
"Louisiana,2016,7,2.89193,1380,77,47719"
"Maine,2016,7,0.920887,44,28,4778"
"Maryland,2016,7,4.37746,334,36,7630"
"Massachusetts,2016,7,1.57182,311,44,19786"
"Michigan,2016,7,1.7294,391,71,22609"
"Minnesota,2016,7,2.73241,87,14,3184"
"Mississippi,2016,7,3.54654,743,51,20950"
"Missouri,2016,7,2.2293,182,20,8164"
"Montana,2016,7,0.349548,12,10,3433"
"Nebraska,2016,7,0.699097,24,17,3433"
"Nevada,2016,7,2.24189,309,22,13783"
"New Hampshire,2016,7,0.655165,30,21,4579"
"New Jersey,2016,7,3.01218,141,17,4681"
"New Mexico,2016,7,4.09926,560,25,13661"
"New York,2016,7,1.76664,172,80,9736"
"North Carolina,2016,7,3.12333,409,48,13095"
"North Dakota,2016,7,1.57195,13,7,827"
"Ohio,2016,7,1.44145,251,66,17413"
"Oklahoma,2016,7,3.59483,214,24,5953"
"Oregon,2016,7,2.81959,133,15,4717"
"Pennsylvania,2016,7,2.02913,294,57,14489"
"Rhode Island,2016,7,1.36986,71,17,5183"
"South Carolina,2016,7,1.99443,86,12,4312"
"South Dakota,2016,7,2.56379,210,33,8191"
"Tennessee,2016,7,3.11609,284,51,9114"
"Texas,2016,7,6.36256,2035,120,31984"
"Utah,2016,7,4.09285,864,42,21110"
"Vermont,2016,7,2.73022,59,9,2161"
"Virginia,2016,7,2.32802,2090,138,89776"
"Washington,2016,7,2.35294,120,44,5100"
"West Virginia,2016,7,1.74266,279,50,16010"
"Wisconsin,2016,7,2.16718,140,25,6460"
"Wyoming,2016,7,1.67118,74,20,4428"
"Puerto Rico,2016,7,6.56689,430,10,6548"
"Virgin Islands,2016,7,1.87735,15,2,799"
"New York City,2016,7,3.26483,3303,88,101169"
"Alabama,2016,8,4.39855,509,23,11572"
"Alaska,2016,8,1.99413,34,7,1705"
"Arizona,2016,8,5.38213,1181,49,21943"
